"hearing_id","year","decade","date_begin","date_end","witness_name","witness_affiliation","discipline1","discipline2","discipline3","sociologist","economist","anthropologist","psychologist","polscientist","agency","census","nsfsbe","thinktank","thinktank1","thinktank2","full_committee1","sub_committee1","full_committee2","sub_committee2","title_description","filter","HID","univ_aff"
"HRG-1976-HAG-0012",1976,"1970s","Feb. 17, 1976","Feb. 18, 1976","james anderson","dir, agric and forestry experiment station, miss state univ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on agriculture. house","","","","national agricultural research policy act of 1976",1,46516,1
"HRG-1976-WAM-0003",1976,"1970s","Feb. 26, 1976","Mar. 19, 1976","bruce bennett","psychologist, ill psychological assn","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on ways and means. house","subcommittee on health","","","national health insurance, part 1",1,46578,0
"HRG-1976-TEC-0008",1976,"1970s","Mar. 23, 1976","Apr. 1, 1976","john calhoun","jr. , vp, academic aff, tex a&m univ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on science and technology. house","subcommittee on energy research, development, and demonstration","","","energy extension service act of 1975",1,46616,1
"HRG-1976-VAS-0002",1976,"1970s","Feb. 19, 1976","Feb. 19, 1976","arthur egendorf","psychology intern, mt sinai hosp, nyc","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on veterans' affairs. senate","subcommittee on health and hospitals","","","veterans omnibus health care act of 1976, part 2",1,46620,0
"HRG-1976-WAM-0004",1976,"1970s","May 6, 1976","Jul. 23, 1976","arnold labby","practicing psychologist","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on ways and means. house","subcommittee on health","","","national health insurance, part 2",1,46641,0
"HRG-1976-WAM-0004",1976,"1970s","May 6, 1976","Jul. 23, 1976","elaine weinstein","public member, oreg bd of psychologist examiners","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on ways and means. house","subcommittee on health","","","national health insurance, part 2",1,46641,0
"HRG-1976-EDL-0001",1976,"1970s","Feb. 4, 1976","May 20, 1976","leon wilson","gen counsel, nj psychological assn; also representing assn for the advancement of psychology","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and labor. house","subcommittee on manpower, compensation, and health and safety","","","national workers' compensation act of 1975",1,46656,0
"HRG-1976-EDL-0004",1976,"1970s","Feb. 2, 1976","Sep. 20, 1976","lorraine hansen","educ psychology prof and counselor educ program; representing amer personnel and guidance assn","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and labor. house","subcommittee on elementary, secondary, and vocational education","","","elementary and secondary career education act of 1976",1,46738,1
"HRG-1976-EDL-0004",1976,"1970s","Feb. 2, 1976","Sep. 20, 1976","reginald wilson","pres, wayne cty community coll; chm, career educ committee, natl urban coalition","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and labor. house","subcommittee on elementary, secondary, and vocational education","","","elementary and secondary career education act of 1976",1,46738,1
"HRG-1976-SAP-0032",1976,"1970s","Mar. 23, 1976","Apr. 5, 1976","james anderson","dir, miss agric and forestry experiment station, miss state univ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. senate","subcommittee on agriculture and related agencies appropriations","","","agriculture and related agencies appropriations, fy77, part 3",1,47090,1
"HRG-1976-TEC-0002",1976,"1970s","Jan. 28, 1976","Feb. 19, 1976","patrick suppes","prof of philosophy, statistics, educ and psychology; dir, inst for mathematical studies in the social sciences, stanford univ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on science and technology. house","subcommittee on science, research and technology","","","1977 national science foundation authorization",1,47091,1
"HRG-1977-SHR-0070",1977,"1970s","Apr. 26, 1977","Apr. 29, 1977","wendy williams","asst prof, georgetown univ law center","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on human resources. senate","subcommittee on labor","","","discrimination on the basis of pregnancy, 1977",1,47695,1
"HRG-1977-AGH-0027",1977,"1970s","Aug. 8, 1977","Aug. 10, 1977","arthur rosner","consulting psychologist, montefiore home for the elderly","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on aging, select. house","","","","retirement age policies and housing for the elderly in cleveland, ohio",1,47705,0
"HRG-1977-EDL-0047",1977,"1970s","Apr. 6, 1977","Apr. 6, 1977","wendy williams","asst prof, georgetown univ law center","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and labor. house","subcommittee on employment opportunities","","","legislation to prohibit sex discrimination on the basis of pregnancy",1,47755,1
"HRG-1977-SJS-0028",1977,"1970s","Dec. 15, 1977","Dec. 15, 1977","ralph scott","jr. , dir, educ clinic and educ psychology prof, univ of northern iowa","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on the judiciary. senate","subcommittee on the constitution","","","civil rights commission authorization act of 1978",1,48102,1
"HRG-1977-EDL-0003",1977,"1970s","May 25, 1977","Jun. 21, 1977","reginald wilson","pres, wayne cty community coll, mich; representing amer assn of community and junior colls","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and labor. house","subcommittee on postsecondary education","","","oversight hearings on all forms of federal student financial assistance",1,48145,1
"HRG-1977-SJS-0012",1977,"1970s","Jun. 17, 1977","Jul. 1, 1977","stanley brodsky","representing amer psychological assn and assn for the advancement of psychology","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on the judiciary. senate","subcommittee on the constitution","","","civil rights of institutionalized persons",1,48153,0
"HRG-1977-WAM-0047",1977,"1970s","May 7, 1977","May 7, 1977","michael mckee","assn for the advancement of psychology; pres, ohio psychological assn","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on ways and means. house","subcommittee on health","","","health care services under the medicare program",1,48271,0
"HRG-1977-SHR-0068",1977,"1970s","May 18, 1977","May 19, 1977","bernard borislow","psychologist, dir, research and training, eastern pa psychiatric inst","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on human resources. senate","subcommittee on alcoholism and drug abuse","","","occupational alcoholism prevention and treatment act of 1977",1,48339,0
"HRG-1977-VAS-0006",1977,"1970s","Jun. 22, 1977","Jun. 22, 1977","alan berman","assoc prof of psychology, amer univ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on veterans' affairs. senate","subcommittee on health and readjustment","","","veterans health care amendments act of 1977",1,48503,1
"HRG-1977-VAS-0006",1977,"1970s","Jun. 22, 1977","Jun. 22, 1977","shanti tayal","consulting clinical psychologist, prince georges community coll","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on veterans' affairs. senate","subcommittee on health and readjustment","","","veterans health care amendments act of 1977",1,48503,1
"HRG-1977-HJH-0035",1977,"1970s","Jun. 23, 1977","Jun. 30, 1977","saleem shah","dir, center for studies of crime and delinquency, nimh","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on the judiciary. house","subcommittee on crime","committee on science and technology. house","","federal role in criminal justice and crime research",1,48597,0
"HRG-1977-SHR-0095",1977,"1970s","Mar. 24, 1977","Mar. 25, 1977","thomas kavanaugh","school psychologist","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on human resources. senate","subcommittee on alcoholism and drug abuse","","","alcohol and drug abuse education programs, 1977",1,48659,1
"HRG-1977-DCH-0011",1977,"1970s","Mar. 28, 1977","Mar. 29, 1977","gottlieb simon","social psychologist","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on the district of columbia. house","subcommittee on fiscal and government affairs","","","st. elizabeths hospital",1,48765,0
"HRG-1977-IAF-0002",1977,"1970s","Nov. 2, 1977","Nov. 9, 1977","mary jones","past grand pres, alaska native sisterhood","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on indian affairs, select. senate","","","","consolidating alaska natives governing bodies",1,48872,0
"HRG-1977-FCH-0042",1977,"1970s","Aug. 8, 1977","Aug. 9, 1977","allan barclay","dir, child dev center, st louis univ school of medicine; representing amer psychological assn and assn for the advancement of psychology","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on interstate and foreign commerce. house","subcommittee on health and the environment","","","child health assessment act",1,48969,1
"HRG-1977-EDL-0032",1977,"1970s","Jul. 26, 1977","Jul. 28, 1977","john emrick","ndn, stanford research inst intl (sri)","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and labor. house","subcommittee on elementary, secondary, and vocational education","","","part 8: esea consolidated programs",1,48995,0
"HRG-1977-SJS-0002",1977,"1970s","Nov. 15, 1977","Nov. 16, 1977","martin orne","dr. , research psychiatrist, psychiatry dept, univ of pa","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on the judiciary. senate","subcommittee on constitution","","","polygraph control and civil liberties protection act",1,49021,1
"HRG-1977-SAP-0060",1977,"1970s","Oct. 17, 1977","Oct. 17, 1977","nancy wexler","clinical psychologist and asst prof, new school for social research, nyc; exec dir, cchd","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. senate","subcommittee on labor and hew appropriations","","","huntington's disease, fy78",1,49196,1
"HRG-1978-HAP-0092",1978,"1970s","Apr. 5, 1978","May 11, 1978","richard pew","pres, human factors soc","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. house","subcommittee on defense appropriations","","","department of defense appropriations for 1979, part 8",1,49476,0
"HRG-1978-FCH-0093",1978,"1970s","Feb. 15, 1978","Feb. 15, 1978","charles ebersole","member, natl commission on smoking and public policy","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on interstate and foreign commerce. house","subcommittee on health and the environment","","","antismoking initiatives of the department of health, education, and welfare",1,49493,0
"HRG-1978-EDL-0030",1978,"1970s","Apr. 7, 1978","Apr. 12, 1978","patrisha wright","dir, grad psychology program, antioch coll west","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and labor. house","subcommittee on select education","","","oversight hearings on the rehabilitation act of 1973",1,49641,1
"HRG-1978-HIR-0044",1978,"1970s","Mar. 14, 1978","Apr. 12, 1978","lourdes casal","social psychology prof, rutgers univ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on international relations. house","subcommittee on inter-american affairs","","","impact of cuban-soviet ties in the western hemisphere",1,49718,1
"HRG-1978-AGH-0038",1978,"1970s","May 17, 1978","May 17, 1978","ilene siegler","clinical psychologist, duke univ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on aging, select. house","subcommittee on health and long-term care","","","future of health care and the elderly (geriatric medicine)",1,49739,1
"HRG-1978-HAP-0080",1978,"1970s","Apr. 11, 1978","Apr. 12, 1978","lawrence jones","physics prof, univ of mich","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. house","subcommittee on public works appropriations","","","public works for water and power development and energy research appropriation bill, 1979, part 10",1,49755,1
"HRG-1978-WAM-0014",1978,"1970s","Jun. 19, 1978","Jun. 19, 1978","herbert dorken","representing amer psychological assn and assn for the advancement of psychology","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on ways and means. house","subcommittee on health","","","amendments to the medicare program",1,50018,0
"HRG-1978-SAP-0043",1978,"1970s","Apr. 11, 1978","Jul. 17, 1978","richard pew","pres, human factors soc","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. senate","subcommittee on defense appropriations","","","department of defense appropriations, fy79, part 6",1,50064,0
"HRG-1978-HAG-0009",1978,"1970s","Jun. 19, 1978","Jun. 19, 1978","william miller","office of tribal resources dev, bia","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on agriculture. house","subcommittee on department investigations, oversight, and research","committee on science and technology. house","","native latex commercialization act of 1978",1,50068,0
"HRG-1978-FCH-0096",1978,"1970s","Mar. 1, 1978","Mar. 3, 1978","james jackson","psychology prof, univ of mich; representing amer psychological assn and assn for the advancement of psychology","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on interstate and foreign commerce. house","subcommittee on health and the environment","","","biomedical research and research training amendments of 1978",1,50070,1
"HRG-1978-SHR-0012",1978,"1970s","May 25, 1978","Jun. 9, 1978","richard evans","dir, smoking section, natl heart and blood vessel r&d center, baylor coll of medicine; psychology prof, univ of houston","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on human resources. senate","subcommittee on health and scientific research","","","disease prevention and health promotion act of 1978",1,50089,1
"HRG-1978-SHR-0012",1978,"1970s","May 25, 1978","Jun. 9, 1978","james swinehart","social psychologist","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on human resources. senate","subcommittee on health and scientific research","","","disease prevention and health promotion act of 1978",1,50089,0
"HRG-1978-SJS-0030",1978,"1970s","Aug. 2, 1978","Aug. 3, 1978","ted harrison","psychologist, pardeeville, wis; former dir, therapeutic communities","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on the judiciary. senate","subcommittee on penitentiaries and corrections","","","therapeutic community act of 1978",1,50098,0
"HRG-1978-SJS-0030",1978,"1970s","Aug. 2, 1978","Aug. 3, 1978","donald shutt","psychologist, tucson, ariz","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on the judiciary. senate","subcommittee on penitentiaries and corrections","","","therapeutic community act of 1978",1,50098,0
"HRG-1978-HPS-0005",1978,"1970s","Apr. 25, 1978","Apr. 27, 1978","robert levine","prof, educ and human dev, harvard univ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on population, select. house","","","","population and development: status and trends of family planning/population programs in developing countries, vol. 2",1,50104,1
"HRG-1978-FCH-0097",1978,"1970s","Feb. 21, 1978","Feb. 23, 1978","clarence martin","aap","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on interstate and foreign commerce. house","subcommittee on health and the environment","","","health services amendments of 1978",1,50238,0
"HRG-1978-TEC-0040",1978,"1970s","Feb. 14, 1978","Feb. 16, 1978","saleem shah","dir, center for studies of crime and delinquency, nimh","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on science and technology. house","subcommittee on domestic and international scientific planning, analysis, and cooperation","","","research into violent behavior: domestic violence",1,50245,0
"HRG-1978-TEC-0040",1978,"1970s","Feb. 14, 1978","Feb. 16, 1978","lenore walker","asst psychology prof, colo women's coll","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on science and technology. house","subcommittee on domestic and international scientific planning, analysis, and cooperation","","","research into violent behavior: domestic violence",1,50245,1
"HRG-1978-SHR-0016",1978,"1970s","Mar. 1, 1978","Mar. 1, 1978","albert cain","psychology prof, univ of mich","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on human resources. senate","subcommittee on child and human development","","","sudden infant death syndrome act extension, 1978",1,50271,1
"HRG-1978-FNS-0021",1978,"1970s","Aug. 18, 1978","Aug. 18, 1978","nicholas cummings","former chief, psychiatry kaiser-permanente health plan; pres-elect, amer psychological assn","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on finance. senate","subcommittee on health","","","proposals to expand coverage of mental health under medicare-medicaid",1,50294,0
"HRG-1978-TEC-0043",1978,"1970s","Jan. 10, 1978","Jan. 12, 1978","james selkin","psychologist, denver gen hosp, denver, colo","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on science and technology. house","subcommittee on domestic and international scientific planning, analysis, and cooperation","","","research into violent behavior: overview and sexual assaults",1,50462,0
"HRG-1979-EDL-0024",1979,"1970s","Sep. 27, 1979","Oct. 24, 1979","jean ramage","dir, school psychology program, san diego state univ; representing natl assn of school psychologists","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and labor. house","subcommittee on select education","","","oversight of public law 94-142-the education for all handicapped children act, part 1",1,51084,1
"HRG-1979-EDL-0053",1979,"1970s","Mar. 20, 1979","Apr. 26, 1979","reginald wilson","aacjc; also on behalf of:crowder , daniel b. , pres, wva northern community coll; chm, commission on govtl aff, aacjc","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and labor. house","subcommittee on postsecondary education","","","reauthorization of the higher education act and related measures, part 1",1,51272,1
"HRG-1979-EDL-0020",1979,"1970s","Jul. 31 , 1979","Oct. 11, 1979","john harper","personnel psychologist; project mgr, mgmt science group","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and labor. house","subcommittee on elementary, secondary, and vocational education","","","truth in testing act of 1979; the educational testing act of 1979",1,51296,0
"HRG-1979-EDL-0020",1979,"1970s","Jul. 31 , 1979","Oct. 11, 1979","edwin fleishman","pres, intl assn of applied psychology; representing div of industrial and organizational psychology, amer psychological assn","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and labor. house","subcommittee on elementary, secondary, and vocational education","","","truth in testing act of 1979; the educational testing act of 1979",1,51296,0
"HRG-1979-EDL-0020",1979,"1970s","Jul. 31 , 1979","Oct. 11, 1979","george jackson","social work prof, howard univ; representing natl assn of black psychologists","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and labor. house","subcommittee on elementary, secondary, and vocational education","","","truth in testing act of 1979; the educational testing act of 1979",1,51296,1
"HRG-1979-EDL-0020",1979,"1970s","Jul. 31 , 1979","Oct. 11, 1979","lloyd bond","asst psychology prof and research assoc, learning research and dev center, univ of pittsburgh","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and labor. house","subcommittee on elementary, secondary, and vocational education","","","truth in testing act of 1979; the educational testing act of 1979",1,51296,1
"HRG-1979-FCH-0029",1979,"1970s","Oct. 11, 1979","Oct. 11, 1979","caren phelan","chief, psychology dept, austin, tex, state hosp; former act dep commr, mental health, tex dept of mental health and mental retardation","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on interstate and foreign commerce. house","subcommittee on health and the environment","","","community support for mental patients",1,51367,0
"HRG-1979-VAH-0014",1979,"1970s","Apr. 9, 1979","Apr. 10, 1979","john wilson","dept of psychology, cleveland state univ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on veterans' affairs. house","subcommittee on medical facilities and benefits","","","hearing to receive testimony on pending legislation, h.r. 1608, h.r. 2232, h.r. 2233, and h.r. 2234",1,51422,1
"HRG-1979-HJH-0043",1979,"1970s","Mar. 28, 1979","Mar. 28, 1979","john harper","research psychologist","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on the judiciary. house","subcommittee on civil and constitutional rights","","","equal employment opportunities at the department of justice",1,51543,0
"HRG-1979-VAH-0015",1979,"1970s","May 29, 1979","May 29, 1979","richard gunn","chief, psychology service, va medical center, sioux falls","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on veterans' affairs. house","","","","oversight on programs for vietnam era veterans, sioux falls, south dakota",1,51847,0
"HRG-1979-VAH-0015",1979,"1970s","May 29, 1979","May 29, 1979","cletus weis","counseling psychologist, vocational rehabilitation program, sioux falls, sdak va","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on veterans' affairs. house","","","","oversight on programs for vietnam era veterans, sioux falls, south dakota",1,51847,0
"HRG-1979-SAP-0045",1979,"1970s","Mar. 29, 1979","Mar. 29, 1979","wilbert fordyce","psychology prof, rehabilitation dept, univ of wash; representing research and training centers assn","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. senate","subcommittee on labor and hew appropriations","","","departments of labor and health, education, and welfare and related agencies appropriations, fy80, part 6",1,51912,1
"HRG-1979-EDL-0032",1979,"1970s","Mar. 13, 1979","Dec. 12, 1979","george jackson","chm, social action committee, natl assn of black psychologists","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and labor. house","subcommittee on elementary, secondary, and vocational education","","","oversight hearings on the child nutrition programs",1,51916,0
"HRG-1979-EDL-0032",1979,"1970s","Mar. 13, 1979","Dec. 12, 1979","gerald koth","psychologist, baltimore cty, md, school system","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and labor. house","subcommittee on elementary, secondary, and vocational education","","","oversight hearings on the child nutrition programs",1,51916,1
"HRG-1979-WAM-0055",1979,"1970s","Jun. 18, 1979","Jun. 27, 1979","herbert dorken","aap","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on ways and means. house","subcommittee on health","","","amendments to the medicare program",1,51959,0
"HRG-1979-LHR-0055",1979,"1970s","Jan. 4, 1979","May 31, 1979","phyllis kaplan","educ psychologist, calif state univ, hayward","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and human resources. senate","subcommittee on child and human development","","","abuse and neglect of children in institutions, 1979",1,51961,1
"HRG-1979-LHR-0030",1979,"1970s","Sep. 10, 1979","Sep. 10, 1979","lowell anderson","assoc psychology prof, school of medicine, ny univ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and human resources. senate","subcommittee on health and scientific research","","","use and misuse of benzodiazepines",1,52128,1
"HRG-1979-NAR-0036",1979,"1970s","May 21, 1979","May 24, 1979","robert jones","psychologist, pocatello","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on energy and natural resources. senate","subcommittee on parks, recreation, and renewable resources","","","river of no return wilderness proposals, part 2",1,52261,0
"HRG-1979-ASH-0023",1979,"1970s","Feb. 14, 1979","Apr. 9, 1979","atlee beachy","psychology prof, goshen coll; representing mennonite central committee","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on armed services. house","subcommittee on military personnel","","","hearings on military posture and h.r. 1872 (h.r. 4040), part 5: military personnel",1,52319,1
"HRG-1979-ASH-0021",1979,"1970s","Feb. 21, 1979","Apr. 25, 1979","thomas lynch","maj. gen. , cmdr, army armor center; cmdt, army armor school","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on armed services. house","","","","hearings on military posture and h.r. 1872 h.r 4040 and h.r. 2575 [s. 429], and h.r. 3406, part 2",1,52381,1
"HRG-1979-FCH-0041",1979,"1970s","Nov. 14, 1979","Nov. 14, 1979","judith rodin","prof and dir, grad studies in psychology, yale univ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on interstate and foreign commerce. house","subcommittee on health and the environment","","","health research: future directions",1,52465,1
"HRG-1979-LHR-0038",1979,"1970s","May 24, 1979","Jun. 11, 1979","gary vandenbos","apa; also representing assn for the advancement of psychology","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and human resources. senate","subcommittee on health and scientific research","","","mental health systems act, 1979",1,52515,0
"HRG-1979-VAS-0010",1979,"1970s","Jul. 11, 1979","Jul. 11, 1979","robert carr","chief, psychology service, us penitentiary, lewisburg, pa","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on veterans' affairs. senate","","","","oversight on issues related to incarcerated veterans",1,52606,0
"HRG-1979-FNS-0052",1979,"1970s","Mar. 27, 1979","Mar. 29, 1979","thomas hannie","jr. , pres, la psychological assn; also representing assn for the advancement of psychology and amer psychological assn","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on finance. senate","","","","catastrophic health insurance and medical assistance reform",1,52967,0
"HRG-1979-LHR-0036",1979,"1970s","Nov. 19, 1979","Nov. 19, 1979","annette phinazee","dean, school of library sciences, nc central univ; on behalf of:register , martha g. , counseling/rehabilitation psychologist, charlotte rehabilitation hosp, charlotte, nc","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and human resources. senate","","committee on education and labor. house","","white house conference on library and information services, 1979",1,53002,1
"HRG-1979-NAR-0035",1979,"1970s","Jul. 31, 1979","Jul. 31, 1979","robert williams","research physicist","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on energy and natural resources. senate","subcommittee on energy conservation and supply","","","home energy efficiency program",1,53055,0
"HRG-1979-EDL-0018",1979,"1970s","Nov. 14, 1979","Nov. 14, 1979","roland tharp","principal investigator, early educ program, kamehameha schools; psychology prof, univ of hawaii","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and labor. house","subcommittee on elementary, secondary, and vocational education","","","native hawaiian education act",1,53076,1
"HRG-1979-SJS-0009",1979,"1970s","Nov. 16, 1979","Nov. 16, 1979","kenneth bombard","psychologist","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on the judiciary. senate","subcommittee on criminal justice","","","drug paraphernalia and youth",1,53097,0
"HRG-1980-EDL-0003",1980,"1980s","Feb. 5, 1980","Feb. 6, 1980","david krathwohl","educ prof, school of educ, syracuse univ; representing three educ assns","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and labor. house","subcommittee on select education","","","to extend the authorization of appropriations for the national institute of education",1,53263,1
"HRG-1980-HAP-0091",1980,"1980s","Mar. 31, 1980","Mar. 31, 1980","alfred baumeister","psychology prof and dir, inst of mental retardation and intellectual dev, vanderbilt univ; representing mental retardation div, amer psychological assn and amer academy on mental retardation","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. house","subcommittee on labor and hew appropriations","","","departments of labor, health, education, and welfare, and related agencies appropriations for 1981, part 10",1,53396,1
"HRG-1980-LHR-0037",1980,"1980s","Jul. 29, 1980","Sep. 10, 1980","jean ramage","exec mgr, professional relations, natl assn of school psychologists","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and human resources. senate","subcommittee on handicapped","","","oversight on education for all handicapped children act, 1980 part 2",1,53400,1
"HRG-1980-HAP-0093",1980,"1980s","Apr. 15, 1980","Apr. 16, 1980","john o'conner","chm, psychology dept, western ky univ; representing amer psychological assn and assn for the advancement of psychology","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. house","subcommittee on labor and hew appropriations","","","departments of labor, health, education, and welfare, and related agencies appropriations for 1981, part 11",1,53420,1
"HRG-1980-SAP-0037",1980,"1980s","Apr. 2, 1980","May 16, 1980","harold dickman","pres, assn of va chief psychologists; representing assn for the advancement of psychology and amer psychological assn","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. senate","subcommittee on hud and independent agencies appropriations","","","department of housing and urban development, and certain independent agencies appropriations, fy81, part 2",1,53509,0
"HRG-1980-AGS-0002",1980,"1980s","Apr. 24, 1980","Apr. 24, 1980","k. schaie","dir, gerontology research inst, andrus gerontology center, univ of southern calif","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","special committee on aging. senate","","","","work after 65: options for the 80's part 1-washington, d.c",1,53529,1
"HRG-1980-SAP-0012",1980,"1980s","Mar. 10, 1980","Mar. 13, 1980","wilbert fordyce","psychology prof, rehabilitation research and training center, univ of wash; representing amer congress of rehabilitation medicine","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. senate","subcommittee on labor, hhs, and education appropriations","","","departments of labor, health and human services, education, and related agencies appropriations, fy81, part 4",1,53664,1
"HRG-1980-SAP-0012",1980,"1980s","Mar. 10, 1980","Mar. 13, 1980","h. haywood","dr. , psychology and neurology prof, vanderbilt univ; representing amer assn on mental deficiency and three other mental health groups","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. senate","subcommittee on labor, hhs, and education appropriations","","","departments of labor, health and human services, education, and related agencies appropriations, fy81, part 4",1,53664,1
"HRG-1980-AGS-0020",1980,"1980s","Apr. 30, 1980","Apr. 30, 1980","k. schaie","dir, gerontology research inst, univ of southern calif","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","special committee on aging. senate","","","","how old is ""old""? the effects of aging on learning and working",1,53703,1
"HRG-1980-VAS-0006",1980,"1980s","Feb. 28, 1980","Feb. 28, 1980","phillip criswell","representing assn for the advancement of psychology and amer psychological assn","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on veterans' affairs. senate","","","","disabled veterans rehabilitation act of 1980",1,53887,0
"HRG-1980-FCH-0039",1980,"1980s","Feb. 21, 1980","Mar. 3, 1980","judith rodin","psychology prof, yale univ; representing amer psychological assn and assn for the advancement of psychology","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on interstate and foreign commerce. house","subcommittee on health and the environment","","","health research act of 1980",1,53893,1
